age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,was_previously_contacted,pdays_clean,y_true,y_pred,prob_yes,correct
37,management,married,tertiary,no,502,yes,no,cellular,7,may,551,1,1,failure,1,351,0,1,0.629059,0
63,retired,married,tertiary,no,4692,yes,no,cellular,13,jul,88,1,2,failure,1,181,0,1,0.6284996,0
42,services,married,secondary,no,1301,yes,no,cellular,21,jul,510,6,0,unknown,0,0,0,1,0.6278694,0
41,admin.,married,secondary,no,3855,yes,no,unknown,19,may,657,2,0,unknown,0,0,0,1,0.62772405,0
72,retired,divorced,tertiary,no,402,no,no,cellular,12,jul,194,3,0,unknown,0,0,0,1,0.6263193,0
54,blue-collar,divorced,secondary,no,218,no,no,unknown,6,jun,514,2,0,unknown,0,0,0,1,0.62527925,0
31,services,single,secondary,yes,-21,no,yes,cellular,25,jul,507,1,0,unknown,0,0,0,1,0.6245513,0
35,management,single,tertiary,no,1120,no,no,unknown,21,sep,4,1,2,success,1,771,0,1,0.6240267,0
74,retired,married,tertiary,no,2575,no,no,cellular,25,jan,172,2,1,failure,1,161,0,1,0.6222072,0
35,technician,married,secondary,no,35,yes,no,cellular,30,apr,358,1,0,unknown,0,0,0,1,0.6211342,0
27,admin.,single,secondary,no,424,no,no,cellular,5,feb,248,4,13,other,1,189,0,1,0.6204698,0
20,admin.,single,secondary,no,336,no,yes,cellular,5,jun,133,1,0,unknown,0,0,0,1,0.61971575,0
36,technician,married,tertiary,no,98,no,no,cellular,4,feb,146,1,0,unknown,0,0,0,1,0.61927056,0
35,technician,married,tertiary,no,8029,yes,no,cellular,26,may,167,1,4,success,1,285,0,1,0.6185113,0
38,unemployed,single,secondary,no,1354,yes,no,cellular,13,may,364,2,4,failure,1,343,0,1,0.6178754,0
27,management,single,tertiary,no,185,no,no,cellular,31,oct,18,1,0,unknown,0,0,0,1,0.6170039,0
72,management,married,tertiary,no,7003,no,no,telephone,24,jul,116,3,0,unknown,0,0,0,1,0.6169155,0
32,technician,single,tertiary,no,1534,no,no,cellular,2,feb,199,2,0,unknown,0,0,0,1,0.61665016,0
28,services,married,secondary,no,6567,yes,no,cellular,21,jul,522,1,0,unknown,0,0,0,1,0.616634,0
42,services,single,secondary,no,2348,yes,no,cellular,7,may,448,2,0,unknown,0,0,0,1,0.61630857,0
43,entrepreneur,single,tertiary,no,744,no,yes,cellular,29,jul,619,4,0,unknown,0,0,0,1,0.6161261,0
57,management,married,tertiary,no,1741,no,no,cellular,24,jul,449,2,0,unknown,0,0,0,1,0.6159527,0
29,blue-collar,married,secondary,no,751,yes,no,cellular,6,may,211,1,5,success,1,288,0,1,0.61593664,0
60,housemaid,married,primary,no,211,no,no,cellular,21,aug,406,1,0,unknown,0,0,0,1,0.61566246,0
33,management,single,secondary,no,8004,no,no,cellular,19,nov,414,3,0,unknown,0,0,0,1,0.6155252,0
55,management,divorced,tertiary,no,1633,no,no,telephone,2,jun,128,1,0,unknown,0,0,0,1,0.61544263,0
23,admin.,single,secondary,no,738,yes,no,cellular,15,may,347,1,0,unknown,0,0,0,1,0.6153251,0
48,blue-collar,married,secondary,no,1,no,no,unknown,5,may,669,3,0,unknown,0,0,0,1,0.6144972,0
80,retired,married,unknown,no,355,no,no,telephone,10,aug,156,1,0,unknown,0,0,0,1,0.61365324,0
33,management,married,tertiary,no,26721,no,no,cellular,5,feb,435,3,0,unknown,0,0,0,1,0.6130355,0
31,admin.,single,secondary,no,1201,no,no,cellular,6,feb,270,5,0,unknown,0,0,0,1,0.61290735,0
25,management,single,tertiary,no,6246,no,no,cellular,9,jun,98,3,0,unknown,0,0,0,1,0.612678,0
39,blue-collar,married,secondary,no,-66,no,yes,telephone,24,jul,626,5,0,unknown,0,0,0,1,0.6124888,0
37,services,married,secondary,no,1616,yes,no,cellular,28,jul,418,3,0,unknown,0,0,0,1,0.61129063,0
34,technician,married,secondary,no,2959,no,no,cellular,13,aug,413,5,0,unknown,0,0,0,1,0.61096054,0
31,management,married,tertiary,no,4945,no,no,cellular,11,aug,445,1,0,unknown,0,0,0,1,0.61014104,0
31,technician,married,tertiary,no,4089,no,no,cellular,12,aug,433,3,0,unknown,0,0,0,1,0.6098863,0
38,blue-collar,single,tertiary,no,18,no,no,unknown,17,jun,605,5,0,unknown,0,0,0,1,0.6077451,0
33,unemployed,married,secondary,no,456,no,no,telephone,11,nov,119,1,0,unknown,0,0,0,1,0.6075498,0
78,retired,married,primary,no,14204,no,no,cellular,26,oct,150,1,1,other,1,183,0,1,0.60710984,0
37,technician,single,secondary,no,133,yes,no,cellular,24,jul,576,2,0,unknown,0,0,0,1,0.6062071,0
48,blue-collar,married,secondary,no,264,no,no,cellular,6,feb,439,2,0,unknown,0,0,0,1,0.606075,0
36,self-employed,married,secondary,no,328,no,no,cellular,20,nov,537,2,0,unknown,0,0,0,1,0.605382,0
51,technician,married,secondary,no,130,no,no,cellular,22,aug,547,3,0,unknown,0,0,0,1,0.6052347,0
30,technician,single,secondary,no,0,no,no,cellular,29,jan,624,2,0,unknown,0,0,0,1,0.60436916,0
32,management,single,tertiary,no,229,yes,no,cellular,18,may,345,1,0,unknown,0,0,0,1,0.6042977,0
28,admin.,single,secondary,no,649,yes,no,cellular,25,jul,481,3,0,unknown,0,0,0,1,0.6038159,0
52,technician,married,secondary,no,196,yes,yes,cellular,27,may,99,2,1,success,1,99,0,1,0.6030474,0
36,management,married,tertiary,no,1434,no,no,cellular,18,nov,379,1,0,unknown,0,0,0,1,0.6018378,0
36,blue-collar,divorced,primary,no,3202,yes,no,cellular,20,nov,690,3,2,failure,1,183,0,1,0.60134137,0
48,technician,married,secondary,no,547,no,no,cellular,5,aug,459,2,0,unknown,0,0,0,1,0.6003539,0
23,student,single,secondary,no,922,no,no,cellular,25,nov,242,1,8,failure,1,85,0,1,0.59946364,0
25,technician,single,tertiary,no,148,no,no,cellular,23,jul,421,1,0,unknown,0,0,0,1,0.5990722,0
28,admin.,married,secondary,no,358,no,no,cellular,4,feb,220,1,0,unknown,0,0,0,1,0.5990415,0
59,retired,married,secondary,no,5219,no,no,cellular,11,aug,239,3,0,unknown,0,0,0,1,0.598187,0
38,services,married,secondary,no,5003,no,no,cellular,6,aug,275,9,0,unknown,0,0,0,1,0.5978513,0
46,management,married,tertiary,no,2732,yes,no,telephone,11,feb,184,2,0,unknown,0,0,0,1,0.5978356,0
66,retired,married,primary,no,388,no,no,cellular,17,sep,152,2,0,unknown,0,0,0,1,0.5968838,0
44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,517,3,2,failure,1,350,0,1,0.5968471,0
35,services,single,secondary,no,257,yes,no,unknown,2,jun,518,1,0,unknown,0,0,0,1,0.5960079,0
51,blue-collar,married,primary,no,1194,yes,no,cellular,18,nov,714,1,3,failure,1,186,0,1,0.5945128,0
41,admin.,single,unknown,no,419,yes,no,cellular,11,may,442,1,3,failure,1,370,0,1,0.59432524,0
47,admin.,married,secondary,no,1210,no,no,cellular,27,jul,493,4,0,unknown,0,0,0,1,0.59399295,0
56,management,married,tertiary,no,171,no,yes,telephone,17,jul,610,2,0,unknown,0,0,0,1,0.593721,0
49,services,divorced,secondary,no,470,yes,no,unknown,9,may,659,2,0,unknown,0,0,0,1,0.59344923,0
27,admin.,single,secondary,no,592,yes,yes,cellular,5,feb,466,3,0,unknown,0,0,0,1,0.59295404,0
42,admin.,married,secondary,no,1535,yes,no,cellular,28,aug,121,1,2,failure,1,108,0,1,0.59226304,0
34,technician,married,secondary,no,4,yes,no,unknown,15,may,644,1,0,unknown,0,0,0,1,0.5917913,0
34,entrepreneur,married,secondary,no,1847,yes,no,cellular,9,apr,543,3,6,failure,1,321,0,1,0.590919,0
50,admin.,married,tertiary,no,0,no,no,telephone,29,aug,253,2,0,unknown,0,0,0,1,0.5907771,0
27,management,single,tertiary,no,207,no,no,telephone,26,may,240,4,0,unknown,0,0,0,1,0.590623,0
38,blue-collar,married,secondary,no,4321,no,no,cellular,18,may,252,1,6,failure,1,85,0,1,0.5899619,0
46,unemployed,married,primary,no,1251,yes,no,cellular,6,feb,665,2,0,unknown,0,0,0,1,0.5897823,0
42,technician,married,secondary,no,613,yes,no,cellular,11,may,432,2,0,unknown,0,0,0,1,0.5886838,0
28,unemployed,married,secondary,no,455,no,no,cellular,8,jul,286,1,0,unknown,0,0,0,1,0.5880529,0
27,services,single,secondary,no,1928,no,yes,cellular,15,jul,513,5,0,unknown,0,0,0,1,0.58779025,0
28,management,single,secondary,no,62,no,no,cellular,14,jul,467,3,0,unknown,0,0,0,1,0.58729833,0
32,blue-collar,married,secondary,no,0,no,no,cellular,6,feb,350,1,0,unknown,0,0,0,1,0.58728814,0
51,management,married,tertiary,no,2704,yes,no,telephone,21,jul,443,1,0,unknown,0,0,0,1,0.58719647,0
57,unemployed,divorced,secondary,no,79,yes,no,unknown,1,mar,60,1,2,failure,1,592,0,1,0.58645624,0
40,admin.,married,tertiary,no,1108,no,no,cellular,26,jan,228,1,5,failure,1,92,0,1,0.5861267,0
41,blue-collar,married,primary,no,-516,no,yes,telephone,8,jul,554,3,0,unknown,0,0,0,1,0.58470607,0
37,management,married,tertiary,no,0,no,no,cellular,11,mar,129,4,2,failure,1,107,0,1,0.5833671,0
54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,2,failure,1,148,0,1,0.58286315,0
38,blue-collar,single,tertiary,no,14058,no,no,telephone,17,jul,293,20,0,unknown,0,0,0,1,0.5828442,0
31,services,married,secondary,no,1422,no,no,cellular,30,apr,97,1,0,unknown,0,0,0,1,0.58189017,0
48,management,married,secondary,no,4415,yes,no,cellular,18,nov,271,1,6,failure,1,102,0,1,0.58108234,0
37,blue-collar,married,secondary,no,680,yes,yes,cellular,16,jul,613,3,0,unknown,0,0,0,1,0.58107287,0
36,technician,single,secondary,no,1745,no,no,cellular,2,aug,258,1,0,unknown,0,0,0,1,0.5806584,0
32,services,single,tertiary,no,620,no,no,cellular,3,sep,110,6,5,other,1,95,0,1,0.58044547,0
43,management,married,tertiary,no,2767,yes,no,cellular,17,nov,374,1,7,failure,1,186,0,1,0.58008313,0
31,services,married,unknown,no,-82,yes,no,cellular,31,jul,543,31,0,unknown,0,0,0,1,0.5795357,0
33,technician,married,secondary,no,390,no,no,cellular,13,aug,460,2,0,unknown,0,0,0,1,0.57888174,0
26,self-employed,single,tertiary,no,1393,no,no,cellular,3,jul,194,1,0,unknown,0,0,0,1,0.578065,0
41,unemployed,single,secondary,no,295,no,no,cellular,29,jul,509,1,0,unknown,0,0,0,1,0.57720643,0
61,admin.,married,unknown,no,1088,yes,no,cellular,20,may,254,1,1,failure,1,359,0,1,0.57598305,0
44,blue-collar,married,secondary,no,841,no,no,cellular,28,jul,504,4,0,unknown,0,0,0,1,0.5757412,0
63,unknown,married,secondary,no,367,no,no,telephone,4,mar,262,1,6,failure,1,178,0,1,0.5752686,0
65,retired,divorced,secondary,no,744,no,no,cellular,5,jul,182,1,0,unknown,0,0,0,1,0.5752438,0
49,blue-collar,married,secondary,no,1127,yes,yes,cellular,10,jul,579,1,0,unknown,0,0,0,1,0.5729316,0
46,management,married,unknown,no,802,yes,no,telephone,25,jul,417,1,0,unknown,0,0,0,1,0.5729109,0
40,admin.,married,secondary,no,1597,yes,no,unknown,30,may,633,1,0,unknown,0,0,0,1,0.572527,0
53,blue-collar,married,secondary,no,1797,yes,no,cellular,2,sep,128,3,5,other,1,94,0,1,0.5723576,0
58,admin.,married,secondary,no,0,no,no,cellular,27,aug,503,13,0,unknown,0,0,0,1,0.57170933,0
42,management,married,secondary,no,6526,no,no,cellular,18,jun,133,2,3,failure,1,399,0,1,0.5707547,0
29,admin.,single,secondary,no,200,yes,no,cellular,18,may,261,1,0,unknown,0,0,0,1,0.5706606,0
29,management,married,tertiary,no,4328,no,no,cellular,27,apr,121,8,0,unknown,0,0,0,1,0.5703339,0
30,management,single,tertiary,no,2,yes,no,cellular,28,jul,377,4,0,unknown,0,0,0,1,0.56942034,0
27,management,single,tertiary,no,212,yes,no,cellular,15,may,373,1,0,unknown,0,0,0,1,0.56632715,0
56,self-employed,married,tertiary,no,719,no,no,cellular,27,aug,236,2,0,unknown,0,0,0,1,0.5662909,0
42,blue-collar,married,primary,no,-404,yes,yes,cellular,10,jul,562,1,0,unknown,0,0,0,1,0.56616306,0
37,management,single,tertiary,no,2173,no,no,cellular,30,jul,352,1,0,unknown,0,0,0,1,0.56558126,0
29,blue-collar,married,secondary,no,210,no,yes,cellular,22,jul,518,1,0,unknown,0,0,0,1,0.5652718,0
45,services,single,secondary,no,-139,yes,no,unknown,9,may,663,3,0,unknown,0,0,0,1,0.5646358,0
57,services,married,tertiary,no,10,no,no,telephone,8,jul,320,3,0,unknown,0,0,0,1,0.5640945,0
30,management,single,tertiary,no,11278,no,no,cellular,4,may,256,3,0,unknown,0,0,0,1,0.56284535,0
28,management,single,tertiary,no,4937,yes,no,telephone,13,may,421,3,0,unknown,0,0,0,1,0.5588572,0
44,unemployed,married,secondary,no,728,yes,no,cellular,7,apr,185,1,11,failure,1,328,0,1,0.5581365,0
51,technician,married,secondary,no,563,yes,no,cellular,17,nov,504,1,3,failure,1,123,0,1,0.5579889,0
37,management,married,tertiary,no,489,yes,no,cellular,3,apr,246,2,6,failure,1,133,0,1,0.5576706,0
37,blue-collar,married,secondary,no,954,yes,no,unknown,2,jun,402,9,0,unknown,0,0,0,1,0.55759513,0
60,management,married,tertiary,no,6657,yes,no,cellular,29,jul,333,19,0,unknown,0,0,0,1,0.55678546,0
56,technician,married,secondary,no,205,no,yes,cellular,23,jul,442,2,0,unknown,0,0,0,1,0.5557417,0
39,unknown,single,unknown,no,2822,no,no,cellular,21,nov,573,3,0,unknown,0,0,0,1,0.55532646,0
58,technician,married,secondary,no,1,no,no,cellular,28,jan,536,2,0,unknown,0,0,0,1,0.5543579,0
34,technician,married,secondary,no,904,no,no,cellular,6,feb,199,3,0,unknown,0,0,0,1,0.55424273,0
32,admin.,married,secondary,no,3,yes,yes,cellular,15,jul,612,4,0,unknown,0,0,0,1,0.5519558,0
32,blue-collar,married,primary,no,80,yes,no,unknown,20,may,614,2,0,unknown,0,0,0,1,0.55053204,0
51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,0,unknown,0,0,0,1,0.54946816,0
50,management,married,tertiary,no,2479,no,no,cellular,17,nov,259,1,0,unknown,0,0,0,1,0.54813695,0
36,self-employed,married,tertiary,no,11387,no,no,cellular,15,apr,134,1,0,unknown,0,0,0,1,0.5479445,0
52,management,married,tertiary,no,0,yes,yes,cellular,7,may,541,3,5,failure,1,343,0,1,0.54760414,0
34,technician,single,tertiary,no,228,yes,no,cellular,22,jul,387,4,0,unknown,0,0,0,1,0.54687154,0
41,blue-collar,single,secondary,no,1564,yes,no,cellular,12,may,493,10,1,other,1,362,0,1,0.5462407,0
26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,1,failure,1,196,0,1,0.5451172,0
82,housemaid,married,primary,no,2140,no,no,telephone,14,apr,118,6,0,unknown,0,0,0,1,0.54508096,0
56,admin.,married,secondary,no,550,yes,no,cellular,12,may,398,2,0,unknown,0,0,0,1,0.5438159,0
70,retired,divorced,secondary,no,4572,no,no,cellular,8,jul,173,11,5,failure,1,162,0,1,0.5422803,0
64,retired,married,secondary,no,1220,no,no,cellular,7,dec,138,1,0,unknown,0,0,0,1,0.54016626,0
31,management,single,tertiary,no,-24,yes,yes,unknown,3,jun,589,6,0,unknown,0,0,0,1,0.5396106,0
29,services,single,secondary,no,2,yes,no,cellular,6,may,403,4,0,unknown,0,0,0,1,0.53946185,0
37,self-employed,married,secondary,no,2575,yes,no,cellular,14,jul,505,2,0,unknown,0,0,0,1,0.53857476,0
31,technician,married,secondary,no,477,no,no,cellular,30,apr,146,1,0,unknown,0,0,0,1,0.53847003,0
23,management,single,tertiary,no,736,yes,no,cellular,30,apr,119,1,0,unknown,0,0,0,1,0.5382067,0
45,services,married,primary,no,266,yes,no,cellular,4,aug,376,2,0,unknown,0,0,0,1,0.53769207,0
37,admin.,single,secondary,no,127,no,no,cellular,23,mar,83,4,0,unknown,0,0,0,1,0.5369476,0
46,services,divorced,primary,no,3854,yes,no,cellular,17,apr,541,2,4,other,1,150,0,1,0.536255,0
35,admin.,single,secondary,no,206,yes,no,cellular,30,apr,144,2,0,unknown,0,0,0,1,0.5360496,0
41,blue-collar,married,secondary,no,1394,yes,no,cellular,21,nov,519,1,0,unknown,0,0,0,1,0.5336877,0
30,management,married,tertiary,no,6432,yes,no,cellular,5,may,334,6,5,failure,1,165,0,1,0.53328997,0
37,management,married,tertiary,no,900,yes,no,cellular,25,may,116,1,3,failure,1,18,0,1,0.5331602,0
29,student,single,tertiary,no,459,no,no,unknown,26,may,376,1,0,unknown,0,0,0,1,0.5326024,0
51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,0,unknown,0,0,0,1,0.5324769,0
45,management,married,secondary,yes,237,yes,no,cellular,21,nov,526,1,0,unknown,0,0,0,1,0.5319354,0
31,admin.,divorced,secondary,no,93,yes,no,cellular,18,nov,417,1,0,unknown,0,0,0,1,0.53182924,0
31,admin.,married,secondary,no,84,yes,no,cellular,22,jul,580,3,0,unknown,0,0,0,1,0.53117657,0
39,management,married,tertiary,no,2450,no,no,cellular,20,nov,382,2,0,unknown,0,0,0,1,0.53110486,0
45,technician,married,secondary,no,999,yes,no,unknown,16,may,656,2,0,unknown,0,0,0,1,0.530503,0
36,blue-collar,married,secondary,no,462,no,no,cellular,31,jul,474,2,0,unknown,0,0,0,1,0.53036386,0
37,admin.,single,secondary,no,115,no,no,cellular,4,feb,187,1,9,failure,1,83,0,1,0.5302454,0
31,technician,single,secondary,no,775,no,no,cellular,2,feb,361,1,0,unknown,0,0,0,1,0.53022975,0
51,blue-collar,married,primary,no,257,no,no,cellular,8,aug,453,4,0,unknown,0,0,0,1,0.52844924,0
32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,486,2,2,failure,1,181,0,1,0.5276187,0
37,management,married,tertiary,no,708,yes,no,cellular,27,feb,32,4,3,failure,1,225,0,1,0.5266806,0
60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443,1,1,failure,1,350,0,1,0.52610135,0
29,student,single,tertiary,no,652,yes,no,cellular,22,jul,285,1,0,unknown,0,0,0,1,0.5260558,0
43,self-employed,single,primary,no,1337,yes,yes,cellular,20,nov,632,2,0,unknown,0,0,0,1,0.5256804,0
33,management,married,tertiary,no,0,yes,no,cellular,7,apr,366,1,0,unknown,0,0,0,1,0.52543354,0
53,housemaid,single,tertiary,no,3275,no,no,unknown,6,jun,527,2,0,unknown,0,0,0,1,0.52359027,0
31,technician,married,tertiary,no,165,no,no,cellular,15,may,218,4,0,unknown,0,0,0,1,0.5230686,0
34,technician,single,tertiary,no,2481,no,no,cellular,23,aug,220,16,14,other,1,192,0,1,0.52279294,0
62,retired,married,secondary,no,3,no,no,cellular,4,aug,151,1,0,unknown,0,0,0,1,0.52248603,0
26,technician,single,secondary,no,-168,no,yes,cellular,3,feb,246,1,0,unknown,0,0,0,1,0.5223984,0
51,retired,married,secondary,no,-14,no,yes,cellular,21,jul,564,5,0,unknown,0,0,0,1,0.5217096,0
36,services,married,secondary,no,0,yes,no,cellular,6,may,456,3,0,unknown,0,0,0,1,0.52122456,0
33,management,single,tertiary,no,1724,no,no,cellular,3,feb,252,6,0,unknown,0,0,0,1,0.5200704,0
53,technician,married,secondary,no,0,no,no,cellular,26,aug,392,2,0,unknown,0,0,0,1,0.5200376,0
45,technician,married,tertiary,no,115,no,no,cellular,16,dec,147,1,1,other,1,194,0,1,0.51921594,0
34,blue-collar,married,secondary,no,261,yes,no,unknown,28,may,611,3,0,unknown,0,0,0,1,0.5188379,0
34,technician,married,unknown,no,12,yes,no,cellular,11,jul,504,2,0,unknown,0,0,0,1,0.5179104,0
38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,0,unknown,0,0,0,1,0.51780134,0
39,technician,married,primary,no,1846,no,no,cellular,5,feb,306,5,0,unknown,0,0,0,1,0.51775736,0
56,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,432,15,0,unknown,0,0,0,1,0.5172168,0
29,technician,single,tertiary,no,1185,yes,no,unknown,26,may,536,1,0,unknown,0,0,0,1,0.51716405,0
38,admin.,married,secondary,no,-241,no,no,cellular,29,jan,570,2,0,unknown,0,0,0,1,0.5153872,0
50,services,married,secondary,no,2956,yes,no,unknown,14,may,686,1,0,unknown,0,0,0,1,0.5151248,0
26,technician,single,tertiary,no,36,no,yes,unknown,4,jul,502,2,0,unknown,0,0,0,1,0.5150777,0
32,blue-collar,single,tertiary,no,60,yes,yes,cellular,11,aug,248,2,1,failure,1,462,0,1,0.5147326,0
42,management,divorced,secondary,no,640,no,no,cellular,30,jan,545,1,0,unknown,0,0,0,1,0.5144314,0
46,management,married,tertiary,no,2199,no,no,telephone,27,may,146,1,0,unknown,0,0,0,1,0.51406044,0
30,services,married,secondary,no,702,yes,no,unknown,21,may,573,1,0,unknown,0,0,0,1,0.51399237,0
55,services,married,secondary,no,617,yes,no,cellular,20,apr,529,3,0,unknown,0,0,0,1,0.51176924,0
44,services,married,secondary,no,744,yes,no,unknown,29,may,574,1,0,unknown,0,0,0,1,0.5113065,0
39,management,married,tertiary,no,151,yes,no,unknown,21,may,692,1,0,unknown,0,0,0,1,0.51115984,0
36,management,married,tertiary,no,2547,no,no,cellular,31,jul,292,1,0,unknown,0,0,0,1,0.5107803,0
30,technician,single,secondary,no,1352,yes,no,cellular,13,may,321,4,0,unknown,0,0,0,1,0.51065236,0
34,technician,married,secondary,no,456,yes,no,unknown,23,may,621,1,0,unknown,0,0,0,1,0.5103744,0
36,admin.,married,tertiary,no,1145,yes,no,cellular,29,sep,75,1,2,failure,1,239,0,1,0.50992507,0
30,technician,married,tertiary,no,239,no,no,telephone,20,oct,73,1,0,unknown,0,0,0,1,0.50943345,0
35,management,married,tertiary,no,3161,no,no,cellular,8,aug,433,2,0,unknown,0,0,0,1,0.50791484,0
70,retired,divorced,secondary,no,4572,no,no,cellular,11,oct,115,2,16,failure,1,95,0,1,0.50773096,0
41,admin.,single,secondary,no,242,no,yes,cellular,9,feb,116,3,0,unknown,0,0,0,1,0.5075784,0
34,technician,married,secondary,no,7171,yes,no,cellular,19,nov,523,2,0,unknown,0,0,0,1,0.5074846,0
30,admin.,single,secondary,no,414,no,no,cellular,30,apr,64,1,0,unknown,0,0,0,1,0.5066723,0
29,blue-collar,married,secondary,no,-475,yes,no,unknown,3,jun,538,2,0,unknown,0,0,0,1,0.5066462,0
32,blue-collar,divorced,primary,no,158,yes,no,cellular,5,feb,728,4,1,failure,1,253,0,1,0.50653243,0
26,admin.,single,tertiary,no,1100,yes,no,cellular,21,jul,240,1,0,unknown,0,0,0,1,0.5062108,0
28,admin.,single,tertiary,no,1773,yes,no,cellular,23,jul,275,1,0,unknown,0,0,0,1,0.5056976,0
41,management,married,tertiary,no,725,no,no,cellular,26,aug,460,10,0,unknown,0,0,0,1,0.50567746,0
28,admin.,single,tertiary,no,373,yes,no,cellular,4,feb,126,1,0,unknown,0,0,0,1,0.50557697,0
39,entrepreneur,married,tertiary,no,1654,no,no,cellular,17,nov,376,1,0,unknown,0,0,0,1,0.5049026,0
36,management,married,tertiary,no,3874,no,no,cellular,25,aug,425,6,0,unknown,0,0,0,1,0.5048379,0
46,management,married,unknown,no,802,yes,no,cellular,30,jan,445,1,1,failure,1,189,0,1,0.5035489,0
37,management,divorced,secondary,no,1287,yes,no,cellular,14,may,432,1,0,unknown,0,0,0,1,0.50311077,0
39,management,married,tertiary,no,2976,no,no,cellular,5,feb,134,12,0,unknown,0,0,0,1,0.5025094,0
33,admin.,married,tertiary,no,640,no,no,cellular,24,jul,318,1,0,unknown,0,0,0,1,0.5022953,0
38,self-employed,married,tertiary,no,656,yes,no,cellular,22,aug,508,7,0,unknown,0,0,0,1,0.5022416,0
26,admin.,single,secondary,no,681,yes,no,cellular,14,may,336,2,3,failure,1,322,0,1,0.50027466,0
36,admin.,married,secondary,no,587,no,no,cellular,3,feb,248,2,0,unknown,0,0,0,1,0.5001012,0
